URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCLF,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
131597,341,2227,State-funded primary,476,216,260,45.4%,54.6%,15,3.2%,139,29.2%,422,54,0,88.7%,11.3%,0.0%,255,243,424,57.3%
131602,938,2254,State-funded primary,176,74,102,42.0%,58.0%,4,2.3%,20,11.4%,27,149,0,15.3%,84.7%,0.0%,8,8,176,4.5%
131603,938,2255,State-funded primary,570,256,314,44.9%,55.1%,30,5.3%,81,14.2%,71,498,1,12.5%,87.4%,0.2%,70,73,570,12.8%
131609,204,6907,State-funded secondary,1113,516,597,46.4%,53.6%,62,5.6%,140,12.6%,513,572,28,46.1%,51.4%,2.5%,575,481,885,54.4%
131611,886,6079,Independent school,144,62,82,43.1%,56.9%,144,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131617,302,2076,State-funded primary,286,137,149,47.9%,52.1%,13,4.5%,44,15.4%,242,44,0,84.6%,15.4%,0.0%,88,88,268,32.8%
131619,335,1101,State-funded AP school,67,31,36,46.3%,53.7%,67,100.0%,0,0.0%,0,67,0,0.0%,100.0%,0.0%,39,43,67,64.2%
131625,317,3528,State-funded primary,887,426,461,48.0%,52.0%,51,5.7%,89,10.0%,761,110,16,85.8%,12.4%,1.8%,147,148,826,17.9%
131626,803,1100,State-funded AP school,63,22,41,34.9%,65.1%,27,42.9%,36,57.1%,1,62,0,1.6%,98.4%,0.0%,30,30,63,47.6%
131629,841,1100,State-funded AP school,59,15,44,25.4%,74.6%,24,40.7%,35,59.3%,0,59,0,0.0%,100.0%,0.0%,36,39,59,66.1%
131638,312,2084,State-funded primary,669,313,356,46.8%,53.2%,35,5.2%,166,24.8%,350,318,1,52.3%,47.5%,0.1%,221,213,606,35.1%
131642,891,2942,State-funded primary,313,170,143,54.3%,45.7%,2,0.6%,39,12.5%,31,282,0,9.9%,90.1%,0.0%,60,61,290,21.0%
131644,807,3396,State-funded primary,235,111,124,47.2%,52.8%,0,0.0%,57,24.3%,3,232,0,1.3%,98.7%,0.0%,106,103,191,53.9%
131652,860,1106,State-funded AP school,45,16,29,35.6%,64.4%,3,6.7%,42,93.3%,0,45,0,0.0%,100.0%,0.0%,20,23,45,51.1%
131657,308,2089,State-funded primary,413,203,210,49.2%,50.8%,12,2.9%,41,9.9%,237,176,0,57.4%,42.6%,0.0%,133,136,369,36.9%
131662,212,6001,Independent school,45,14,31,31.1%,68.9%,42,93.3%,3,6.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131666,888,6037,Independent school,45,12,33,26.7%,73.3%,45,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131670,826,2001,State-funded primary,146,72,74,49.3%,50.7%,1,0.7%,14,9.6%,68,78,0,46.6%,53.4%,0.0%,24,25,146,17.1%
131672,330,2474,State-funded primary,415,218,197,52.5%,47.5%,3,0.7%,73,17.6%,61,354,0,14.7%,85.3%,0.0%,137,137,415,33.0%
131673,333,3006,State-funded primary,455,240,215,52.7%,47.3%,16,3.5%,71,15.6%,113,339,3,24.8%,74.5%,0.7%,211,214,417,51.3%
131675,205,6395,Independent school,182,60,122,33.0%,67.0%,158,86.8%,24,13.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131682,317,3514,State-funded primary,377,184,193,48.8%,51.2%,18,4.8%,34,9.0%,77,300,0,20.4%,79.6%,0.0%,39,40,342,11.7%
131685,831,2005,State-funded primary,311,169,142,54.3%,45.7%,5,1.6%,58,18.6%,78,233,0,25.1%,74.9%,0.0%,122,128,311,41.2%
131687,330,6097,Independent school,431,192,239,44.5%,55.5%,7,1.6%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131689,872,2246,State-funded primary,466,218,248,46.8%,53.2%,21,4.5%,78,16.7%,210,256,0,45.1%,54.9%,0.0%,81,82,428,19.2%
131690,206,4325,State-funded secondary,630,282,348,44.8%,55.2%,27,4.3%,114,18.1%,229,401,0,36.3%,63.7%,0.0%,351,389,630,61.7%
131693,874,2453,State-funded primary,213,108,105,50.7%,49.3%,3,1.4%,24,11.3%,56,157,0,26.3%,73.7%,0.0%,19,19,213,8.9%
131695,860,6023,Independent school,66,27,39,40.9%,59.1%,0,0.0%,2,3.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131697,320,7011,State-funded special school,44,10,34,22.7%,77.3%,35,79.5%,9,20.5%,10,34,0,22.7%,77.3%,0.0%,44,44,44,100.0%
131698,803,2002,State-funded primary,210,111,99,52.9%,47.1%,3,1.4%,34,16.2%,54,156,0,25.7%,74.3%,0.0%,81,81,210,38.6%
131699,803,2003,State-funded primary,207,92,115,44.4%,55.6%,7,3.4%,39,18.8%,36,170,1,17.4%,82.1%,0.5%,59,59,207,28.5%
131706,204,2899,State-funded primary,442,211,231,47.7%,52.3%,14,3.2%,46,10.4%,130,312,0,29.4%,70.6%,0.0%,53,54,412,13.1%
131715,878,6060,Independent school,39,6,33,15.4%,84.6%,39,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131717,850,2009,State-funded primary,397,205,192,51.6%,48.4%,1,0.3%,24,6.0%,97,299,1,24.4%,75.3%,0.3%,14,14,397,3.5%
131718,826,2002,State-funded primary,612,300,312,49.0%,51.0%,23,3.8%,22,3.6%,44,567,1,7.2%,92.6%,0.2%,83,83,611,13.6%
131720,888,2838,State-funded primary,249,128,121,51.4%,48.6%,8,3.2%,29,11.6%,11,238,0,4.4%,95.6%,0.0%,35,35,249,14.1%
131722,891,2941,State-funded primary,251,115,136,45.8%,54.2%,1,0.4%,11,4.4%,31,220,0,12.4%,87.6%,0.0%,30,32,216,14.8%
131723,306,1004,State-funded nursery,117,60,57,51.3%,48.7%,0,0.0%,24,20.5%,67,50,0,57.3%,42.7%,0.0%,0,NA,NA,NA
131724,306,1005,State-funded nursery,54,23,31,42.6%,57.4%,0,0.0%,16,29.6%,30,24,0,55.6%,44.4%,0.0%,0,0,1,0.0%
131726,354,4801,State-funded secondary,749,364,385,48.6%,51.4%,30,4.0%,63,8.4%,75,674,0,10.0%,90.0%,0.0%,147,162,749,21.6%
131727,895,2731,State-funded primary,402,214,188,53.2%,46.8%,17,4.2%,33,8.2%,5,397,0,1.2%,98.8%,0.0%,55,58,402,14.4%
131731,309,2083,State-funded primary,315,153,162,48.6%,51.4%,12,3.8%,31,9.8%,216,99,0,68.6%,31.4%,0.0%,109,120,296,40.5%
131734,384,2204,State-funded primary,453,215,238,47.5%,52.5%,12,2.6%,70,15.5%,272,181,0,60.0%,40.0%,0.0%,131,131,415,31.6%
131737,211,2999,State-funded primary,437,223,214,51.0%,49.0%,15,3.4%,40,9.2%,306,131,0,70.0%,30.0%,0.0%,169,164,400,41.0%
131740,206,2857,State-funded primary,320,155,165,48.4%,51.6%,9,2.8%,53,16.6%,88,231,1,27.5%,72.2%,0.3%,183,189,299,63.2%
131741,206,2856,State-funded primary,149,68,81,45.6%,54.4%,4,2.7%,54,36.2%,102,47,0,68.5%,31.5%,0.0%,65,64,140,45.7%
131743,865,6032,Independent school,62,36,26,58.1%,41.9%,2,3.2%,16,25.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131745,211,6389,Independent school,133,0,133,0.0%,100.0%,0,0.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131747,210,6907,State-funded secondary,868,868,0,100.0%,0.0%,9,1.0%,70,8.1%,347,462,59,40.0%,53.2%,6.8%,419,436,768,56.8%
131748,886,7069,State-funded special school,364,100,264,27.5%,72.5%,353,97.0%,11,3.0%,35,329,0,9.6%,90.4%,0.0%,139,120,310,38.7%
131749,370,6905,State-funded secondary,919,454,465,49.4%,50.6%,34,3.7%,119,12.9%,133,785,1,14.5%,85.4%,0.1%,409,424,919,46.1%
131751,353,6019,Independent school,17,9,8,52.9%,47.1%,17,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131752,205,6905,State-funded secondary,918,434,484,47.3%,52.7%,17,1.9%,152,16.6%,340,576,2,37.0%,62.7%,0.2%,402,361,729,49.5%
131753,307,1103,State-funded AP school,75,26,49,34.7%,65.3%,7,9.3%,61,81.3%,26,49,0,34.7%,65.3%,0.0%,36,45,75,60.0%
131757,309,4037,State-funded secondary,1120,520,600,46.4%,53.6%,23,2.1%,138,12.3%,615,481,24,54.9%,42.9%,2.1%,426,540,1120,48.2%
131769,867,1105,State-funded AP school,14,5,9,35.7%,64.3%,5,35.7%,9,64.3%,0,14,0,0.0%,100.0%,0.0%,8,8,14,57.1%
131772,890,1100,State-funded AP school,115,42,73,36.5%,63.5%,9,7.8%,106,92.2%,0,115,0,0.0%,100.0%,0.0%,83,90,115,78.3%
131773,206,2854,State-funded primary,440,224,216,50.9%,49.1%,17,3.9%,62,14.1%,157,283,0,35.7%,64.3%,0.0%,193,190,405,46.9%
131775,301,2075,State-funded primary,1112,521,591,46.9%,53.1%,22,2.0%,156,14.0%,991,121,0,89.1%,10.9%,0.0%,281,298,992,30.0%
131780,886,6084,Independent school,13,6,7,46.2%,53.8%,9,69.2%,4,30.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131782,916,2179,State-funded primary,211,101,110,47.9%,52.1%,7,3.3%,14,6.6%,13,198,0,6.2%,93.8%,0.0%,19,19,211,9.0%
131783,916,2180,State-funded primary,284,129,155,45.4%,54.6%,13,4.6%,20,7.0%,12,272,0,4.2%,95.8%,0.0%,41,41,284,14.4%
131784,916,2181,State-funded primary,423,213,210,50.4%,49.6%,11,2.6%,62,14.7%,28,395,0,6.6%,93.4%,0.0%,64,66,423,15.6%
131788,307,6080,Independent school,30,16,14,53.3%,46.7%,1,3.3%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131789,846,2001,State-funded primary,366,172,194,47.0%,53.0%,35,9.6%,69,18.9%,46,320,0,12.6%,87.4%,0.0%,133,134,349,38.4%
131792,896,6028,Independent school,13,4,9,30.8%,69.2%,13,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131799,831,2003,State-funded primary,231,114,117,49.4%,50.6%,3,1.3%,8,3.5%,8,223,0,3.5%,96.5%,0.0%,18,20,201,10.0%
131800,341,2229,State-funded primary,503,247,256,49.1%,50.9%,15,3.0%,113,22.5%,402,101,0,79.9%,20.1%,0.0%,241,243,418,58.1%
131802,941,6067,Independent school,25,2,23,8.0%,92.0%,25,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131806,881,2004,State-funded primary,414,202,212,48.8%,51.2%,4,1.0%,66,15.9%,8,406,0,1.9%,98.1%,0.0%,51,53,414,12.8%
131810,886,6085,Independent school,19,2,17,10.5%,89.5%,19,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131814,891,3290,State-funded primary,411,205,206,49.9%,50.1%,9,2.2%,102,24.8%,6,405,0,1.5%,98.5%,0.0%,32,31,373,8.3%
131815,825,2006,State-funded primary,694,355,339,51.2%,48.8%,14,2.0%,138,19.9%,350,340,4,50.4%,49.0%,0.6%,179,177,603,29.4%
131818,341,2230,State-funded primary,418,204,214,48.8%,51.2%,11,2.6%,122,29.2%,36,382,0,8.6%,91.4%,0.0%,214,211,387,54.5%
131824,208,2900,State-funded primary,636,334,302,52.5%,47.5%,19,3.0%,81,12.7%,184,449,3,28.9%,70.6%,0.5%,140,136,572,23.8%
131827,838,1100,State-funded AP school,28,11,17,39.3%,60.7%,17,60.7%,11,39.3%,0,28,0,0.0%,100.0%,0.0%,19,20,28,71.4%
131830,302,6111,Independent school,39,22,17,56.4%,43.6%,6,15.4%,15,38.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131836,340,3361,State-funded primary,235,119,116,50.6%,49.4%,3,1.3%,53,22.6%,10,225,0,4.3%,95.7%,0.0%,84,86,208,41.3%
131837,341,3960,State-funded primary,219,97,122,44.3%,55.7%,8,3.7%,22,10.0%,39,180,0,17.8%,82.2%,0.0%,119,111,200,55.5%
131838,881,7070,State-funded special school,156,33,123,21.2%,78.8%,155,99.4%,1,0.6%,14,142,0,9.0%,91.0%,0.0%,48,44,126,34.9%
131839,852,2000,State-funded primary,481,230,251,47.8%,52.2%,16,3.3%,49,10.2%,249,231,1,51.8%,48.0%,0.2%,183,185,481,38.5%
131841,203,2922,State-funded primary,580,292,288,50.3%,49.7%,17,2.9%,116,20.0%,338,242,0,58.3%,41.7%,0.0%,206,221,580,38.1%
131842,206,2855,State-funded primary,496,245,251,49.4%,50.6%,13,2.6%,142,28.6%,145,349,2,29.2%,70.4%,0.4%,238,226,418,54.1%
131843,210,2858,State-funded primary,400,214,186,53.5%,46.5%,20,5.0%,73,18.3%,108,292,0,27.0%,73.0%,0.0%,193,188,366,51.4%
131844,301,2073,State-funded primary,620,297,323,47.9%,52.1%,14,2.3%,65,10.5%,342,275,3,55.2%,44.4%,0.5%,158,168,579,29.0%
131845,301,2074,State-funded primary,633,306,327,48.3%,51.7%,19,3.0%,106,16.7%,373,260,0,58.9%,41.1%,0.0%,174,175,581,30.1%
131847,317,2072,State-funded primary,1133,527,606,46.5%,53.5%,28,2.5%,37,3.3%,994,139,0,87.7%,12.3%,0.0%,145,145,1042,13.9%
131848,353,3503,State-funded primary,243,111,132,45.7%,54.3%,16,6.6%,60,24.7%,14,229,0,5.8%,94.2%,0.0%,57,59,219,26.9%
131849,382,2157,State-funded primary,509,238,271,46.8%,53.2%,18,3.5%,87,17.1%,33,437,39,6.5%,85.9%,7.7%,152,153,465,32.9%
131850,821,2001,State-funded primary,449,220,229,49.0%,51.0%,11,2.4%,109,24.3%,268,181,0,59.7%,40.3%,0.0%,200,200,415,48.2%
131851,821,2002,State-funded primary,454,203,251,44.7%,55.3%,14,3.1%,78,17.2%,188,266,0,41.4%,58.6%,0.0%,114,121,417,29.0%
131852,825,2000,State-funded primary,716,345,371,48.2%,51.8%,42,5.9%,114,15.9%,169,546,1,23.6%,76.3%,0.1%,162,162,644,25.2%
131871,309,2085,State-funded primary,417,191,226,45.8%,54.2%,18,4.3%,72,17.3%,149,268,0,35.7%,64.3%,0.0%,33,37,417,8.9%
131874,208,2901,State-funded primary,218,103,115,47.2%,52.8%,12,5.5%,45,20.6%,57,161,0,26.1%,73.9%,0.0%,133,129,206,62.6%
131879,309,2084,State-funded primary,506,244,262,48.2%,51.8%,12,2.4%,89,17.6%,302,202,2,59.7%,39.9%,0.4%,221,210,441,47.6%
131880,352,4770,State-funded secondary,1040,500,540,48.1%,51.9%,46,4.4%,123,11.8%,298,736,6,28.7%,70.8%,0.6%,459,522,1040,50.2%
131884,352,3504,State-funded primary,226,119,107,52.7%,47.3%,8,3.5%,30,13.3%,107,118,1,47.3%,52.2%,0.4%,76,71,203,35.0%
131885,358,7009,State-funded special school,65,9,56,13.8%,86.2%,65,100.0%,0,0.0%,0,65,0,0.0%,100.0%,0.0%,38,50,65,76.9%
131887,356,7510,State-funded special school,37,3,34,8.1%,91.9%,36,97.3%,1,2.7%,1,36,0,2.7%,97.3%,0.0%,23,23,37,62.2%
131889,356,7511,State-funded special school,51,0,51,0.0%,100.0%,51,100.0%,0,0.0%,0,51,0,0.0%,100.0%,0.0%,37,38,51,74.5%
131895,373,6905,State-funded secondary,1198,609,589,50.8%,49.2%,25,2.1%,132,11.0%,453,738,7,37.8%,61.6%,0.6%,632,593,1053,56.3%
131896,373,6906,State-funded secondary,1054,527,527,50.0%,50.0%,42,4.0%,134,12.7%,248,738,68,23.5%,70.0%,6.5%,585,598,1054,56.7%
131897,315,6905,State-funded secondary,1358,593,765,43.7%,56.3%,34,2.5%,112,8.2%,107,1240,11,7.9%,91.3%,0.8%,442,476,1142,41.7%
131905,840,7000,State-funded special school,61,12,49,19.7%,80.3%,61,100.0%,0,0.0%,1,60,0,1.6%,98.4%,0.0%,45,47,61,77.0%
131907,825,2005,State-funded primary,217,105,112,48.4%,51.6%,2,0.9%,31,14.3%,11,206,0,5.1%,94.9%,0.0%,7,7,203,3.4%
131916,304,3603,State-funded primary,197,0,197,0.0%,100.0%,0,0.0%,19,9.6%,46,151,0,23.4%,76.6%,0.0%,6,6,174,3.4%
131917,393,2086,State-funded primary,236,111,125,47.0%,53.0%,2,0.8%,28,11.9%,7,229,0,3.0%,97.0%,0.0%,30,30,206,14.6%
131919,840,3523,State-funded primary,224,108,116,48.2%,51.8%,3,1.3%,52,23.2%,10,214,0,4.5%,95.5%,0.0%,131,131,181,72.4%
131920,330,3435,State-funded primary,423,202,221,47.8%,52.2%,5,1.2%,49,11.6%,140,283,0,33.1%,66.9%,0.0%,29,31,423,7.3%
131930,317,2073,State-funded primary,656,337,319,51.4%,48.6%,19,2.9%,64,9.8%,428,223,5,65.2%,34.0%,0.8%,96,96,607,15.8%
131931,352,2008,State-funded primary,446,221,225,49.6%,50.4%,20,4.5%,83,18.6%,115,331,0,25.8%,74.2%,0.0%,256,231,398,58.0%
131933,825,7035,State-funded special school,76,10,66,13.2%,86.8%,76,100.0%,0,0.0%,8,68,0,10.5%,89.5%,0.0%,27,27,76,35.5%
131936,211,2002,State-funded primary,416,218,198,52.4%,47.6%,16,3.8%,51,12.3%,132,282,2,31.7%,67.8%,0.5%,141,146,392,37.2%
131937,873,6029,Independent school,103,54,49,52.4%,47.6%,2,1.9%,30,29.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131938,352,2340,State-funded primary,451,207,244,45.9%,54.1%,11,2.4%,32,7.1%,90,361,0,20.0%,80.0%,0.0%,265,251,412,60.9%
131940,312,6063,Independent school,267,41,226,15.4%,84.6%,267,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131945,856,4005,State-funded secondary,1012,499,513,49.3%,50.7%,8,0.8%,171,16.9%,273,739,0,27.0%,73.0%,0.0%,511,513,1007,50.9%
131956,896,2732,State-funded primary,208,110,98,52.9%,47.1%,4,1.9%,37,17.8%,17,191,0,8.2%,91.8%,0.0%,82,84,190,44.2%
131960,381,6010,Independent school,33,3,30,9.1%,90.9%,33,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131962,935,2929,State-funded primary,421,207,214,49.2%,50.8%,13,3.1%,34,8.1%,40,381,0,9.5%,90.5%,0.0%,51,51,421,12.1%
131969,865,4000,State-funded secondary,879,432,447,49.1%,50.9%,42,4.8%,130,14.8%,40,837,2,4.6%,95.2%,0.2%,186,181,721,25.1%
131970,302,2077,State-funded primary,978,437,541,44.7%,55.3%,56,5.7%,243,24.8%,732,246,0,74.8%,25.2%,0.0%,389,404,839,48.2%
131975,933,6200,Independent school,60,8,52,13.3%,86.7%,60,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131976,936,6579,Independent school,75,9,66,12.0%,88.0%,75,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131978,202,6399,Independent school,194,96,98,49.5%,50.5%,2,1.0%,24,12.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131979,352,6049,Independent school,143,0,143,0.0%,100.0%,0,0.0%,52,36.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131981,931,6117,Independent school,302,121,181,40.1%,59.9%,0,0.0%,50,16.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131986,391,7034,State-funded special school,184,77,107,41.8%,58.2%,179,97.3%,5,2.7%,50,134,0,27.2%,72.8%,0.0%,101,98,175,56.0%
131987,391,7035,State-funded special school,208,73,135,35.1%,64.9%,206,99.0%,2,1.0%,51,157,0,24.5%,75.5%,0.0%,140,124,167,74.3%
131996,873,2449,State-funded primary,408,212,196,52.0%,48.0%,8,2.0%,50,12.3%,112,296,0,27.5%,72.5%,0.0%,88,88,408,21.6%
132003,869,6014,Independent school,54,5,49,9.3%,90.7%,54,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132007,330,2478,State-funded primary,453,209,244,46.1%,53.9%,4,0.9%,25,5.5%,62,391,0,13.7%,86.3%,0.0%,33,33,424,7.8%
132013,931,6118,Independent school,308,172,136,55.8%,44.2%,1,0.3%,46,14.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132014,384,1007,State-funded nursery,108,50,58,46.3%,53.7%,3,2.8%,12,11.1%,42,66,0,38.9%,61.1%,0.0%,0,NA,NA,NA
132018,336,1010,State-funded nursery,173,72,101,41.6%,58.4%,8,4.6%,25,14.5%,30,143,0,17.3%,82.7%,0.0%,0,0,8,0.0%
132025,852,2001,State-funded primary,588,270,318,45.9%,54.1%,25,4.3%,87,14.8%,49,530,9,8.3%,90.1%,1.5%,280,280,588,47.6%
132027,815,1100,State-funded AP school,13,6,7,46.2%,53.8%,2,15.4%,4,30.8%,0,13,0,0.0%,100.0%,0.0%,11,11,13,84.6%
132031,873,2452,State-funded primary,378,175,203,46.3%,53.7%,7,1.9%,57,15.1%,27,351,0,7.1%,92.9%,0.0%,99,102,378,27.0%
132033,342,1101,State-funded AP school,68,16,52,23.5%,76.5%,7,10.3%,61,89.7%,0,68,0,0.0%,100.0%,0.0%,44,51,68,75.0%
132047,816,2013,State-funded primary,347,175,172,50.4%,49.6%,14,4.0%,54,15.6%,7,338,2,2.0%,97.4%,0.6%,20,20,331,6.0%
132048,931,6119,Independent school,127,49,78,38.6%,61.4%,17,13.4%,8,6.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132051,889,7107,State-funded special school,229,63,166,27.5%,72.5%,229,100.0%,0,0.0%,76,153,0,33.2%,66.8%,0.0%,89,79,194,40.7%
132056,887,3756,State-funded primary,681,341,340,50.1%,49.9%,10,1.5%,82,12.0%,192,489,0,28.2%,71.8%,0.0%,70,78,628,12.4%
132057,931,2610,State-funded primary,415,186,229,44.8%,55.2%,18,4.3%,71,17.1%,51,363,1,12.3%,87.5%,0.2%,48,49,386,12.7%
132058,316,4037,State-funded secondary,1559,770,789,49.4%,50.6%,9,0.6%,104,6.7%,1095,463,1,70.2%,29.7%,0.1%,690,752,1559,48.2%
132060,885,2921,State-funded primary,423,225,198,53.2%,46.8%,10,2.4%,100,23.6%,3,419,1,0.7%,99.1%,0.2%,99,95,382,24.9%
132066,203,6299,Independent school,190,89,101,46.8%,53.2%,2,1.1%,22,11.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132069,938,6258,Independent school,18,0,18,0.0%,100.0%,6,33.3%,12,66.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132073,335,2249,State-funded primary,458,232,226,50.7%,49.3%,7,1.5%,31,6.8%,18,440,0,3.9%,96.1%,0.0%,46,46,410,11.2%
132074,330,2479,State-funded primary,739,352,387,47.6%,52.4%,19,2.6%,111,15.0%,518,202,19,70.1%,27.3%,2.6%,345,331,657,50.4%
132076,335,2250,State-funded primary,462,227,235,49.1%,50.9%,20,4.3%,71,15.4%,245,217,0,53.0%,47.0%,0.0%,150,151,414,36.5%
132077,212,1102,State-funded AP school,1,1,0,100.0%,0.0%,0,0.0%,1,100.0%,0,1,0,0.0%,100.0%,0.0%,1,1,1,100.0%
132079,888,6046,Independent school,15,2,13,13.3%,86.7%,15,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132086,894,2202,State-funded primary,395,188,207,47.6%,52.4%,9,2.3%,77,19.5%,61,334,0,15.4%,84.6%,0.0%,199,201,362,55.5%
132089,871,2256,State-funded primary,1663,829,834,49.8%,50.2%,46,2.8%,212,12.7%,891,689,83,53.6%,41.4%,5.0%,454,468,1554,30.1%
132091,919,2008,State-funded primary,427,216,211,50.6%,49.4%,11,2.6%,64,15.0%,82,345,0,19.2%,80.8%,0.0%,81,80,400,20.0%
132093,865,2003,State-funded primary,405,193,212,47.7%,52.3%,17,4.2%,83,20.5%,21,384,0,5.2%,94.8%,0.0%,112,113,405,27.9%
132095,888,6040,Independent school,13,5,8,38.5%,61.5%,1,7.7%,5,38.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132097,887,6006,Independent school,159,60,99,37.7%,62.3%,159,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132099,382,6021,Independent school,276,145,131,52.5%,47.5%,0,0.0%,1,0.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132104,885,1001,State-funded nursery,87,32,55,36.8%,63.2%,0,0.0%,0,0.0%,40,47,0,46.0%,54.0%,0.0%,0,NA,NA,NA
132105,919,2007,State-funded primary,235,109,126,46.4%,53.6%,19,8.1%,34,14.5%,92,143,0,39.1%,60.9%,0.0%,75,76,235,32.3%
132119,341,6046,Independent school,370,179,191,48.4%,51.6%,6,1.6%,53,14.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132120,830,6024,Independent school,19,4,15,21.1%,78.9%,19,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132121,356,2119,State-funded primary,492,252,240,51.2%,48.8%,18,3.7%,44,8.9%,102,390,0,20.7%,79.3%,0.0%,273,264,444,59.5%
132128,889,1100,State-funded AP school,83,32,51,38.6%,61.4%,4,4.8%,74,89.2%,5,78,0,6.0%,94.0%,0.0%,46,59,83,71.1%
132130,929,1100,State-funded AP school,35,18,17,51.4%,48.6%,1,2.9%,31,88.6%,0,35,0,0.0%,100.0%,0.0%,28,28,35,80.0%
132133,831,1103,State-funded AP school,37,19,18,51.4%,48.6%,36,97.3%,1,2.7%,0,37,0,0.0%,100.0%,0.0%,17,21,37,56.8%
132134,317,6071,Independent school,266,128,138,48.1%,51.9%,0,0.0%,4,1.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132137,204,3000,State-funded primary,230,124,106,53.9%,46.1%,13,5.7%,39,17.0%,67,163,0,29.1%,70.9%,0.0%,83,79,203,38.9%
132140,333,2189,State-funded primary,458,233,225,50.9%,49.1%,8,1.7%,113,24.7%,45,413,0,9.8%,90.2%,0.0%,147,148,410,36.1%
132142,881,2013,State-funded primary,416,194,222,46.6%,53.4%,12,2.9%,39,9.4%,63,353,0,15.1%,84.9%,0.0%,114,114,416,27.4%
132145,390,2237,State-funded primary,221,121,100,54.8%,45.2%,2,0.9%,35,15.8%,40,181,0,18.1%,81.9%,0.0%,80,83,197,42.1%
132147,355,2098,State-funded primary,653,330,323,50.5%,49.5%,21,3.2%,121,18.5%,292,354,7,44.7%,54.2%,1.1%,325,297,597,49.7%
132148,886,7070,State-funded special school,220,70,150,31.8%,68.2%,218,99.1%,2,0.9%,23,197,0,10.5%,89.5%,0.0%,89,76,179,42.5%
132151,213,1053,State-funded nursery,75,31,44,41.3%,58.7%,8,10.7%,24,32.0%,51,24,0,68.0%,32.0%,0.0%,26,NA,NA,NA
132152,373,2364,State-funded primary,489,244,245,49.9%,50.1%,7,1.4%,53,10.8%,30,459,0,6.1%,93.9%,0.0%,35,34,452,7.5%
132155,359,7018,State-funded special school,67,7,60,10.4%,89.6%,64,95.5%,3,4.5%,1,66,0,1.5%,98.5%,0.0%,45,46,67,68.7%
132164,881,2015,State-funded primary,592,284,308,48.0%,52.0%,18,3.0%,95,16.0%,23,567,2,3.9%,95.8%,0.3%,71,89,592,15.0%
132169,315,2092,State-funded primary,424,211,213,49.8%,50.2%,7,1.7%,76,17.9%,163,261,0,38.4%,61.6%,0.0%,159,145,366,39.6%
